technology_3,region_2,timestep_2,parameter,value,source
heatpumpAirSpace,RS,2045,costExpConv,2780.8878,
heatpumpAirSpace,RS,2050,costExpConv,2695.1899,
heatpumpAirSpace,RS,2025,costOprConv,70.1942,
heatpumpAirSpace,RS,2030,costOprConv,72.4894,
heatpumpAirSpace,RS,2035,costOprConv,73.2264,
heatpumpAirSpace,RS,2040,costOprConv,73.9243,
heatpumpAirSpace,RS,2045,costOprConv,74.1379,
heatpumpAirSpace,RS,2050,costOprConv,74.3516,
heatpumpGroundSpace,RS,2025,lifeConv,20,
heatpumpGroundSpace,RS,2030,lifeConv,20,
heatpumpGroundSpace,RS,2035,lifeConv,20,
heatpumpGroundSpace,RS,2040,lifeConv,20,
heatpumpGroundSpace,RS,2045,lifeConv,20,
heatpumpGroundSpace,RS,2050,lifeConv,20,
heatpumpGroundSpace,RS,2025,costExpConv,4276.812,
heatpumpGroundSpace,RS,2030,costExpConv,4139.1468,
heatpumpGroundSpace,RS,2035,costExpConv,4104.7756,
heatpumpGroundSpace,RS,2040,costExpConv,4071.7832,
heatpumpGroundSpace,RS,2045,costExpConv,3987.4662,
heatpumpGroundSpace,RS,2050,costExpConv,3903.1492,
heatpumpGroundSpace,RS,2025,costOprConv,63.5901,
heatpumpGroundSpace,RS,2030,costOprConv,64.4485,
heatpumpGroundSpace,RS,2035,costOprConv,64.8913,
heatpumpGroundSpace,RS,2040,costOprConv,65.272,
heatpumpGroundSpace,RS,2045,costOprConv,64.936,
heatpumpGroundSpace,RS,2050,costOprConv,64.6,
solarThermalResi_b,RS,2025,lifeConv,25,
solarThermalResi_b,RS,2030,lifeConv,30,
solarThermalResi_b,RS,2035,lifeConv,30,
solarThermalResi_b,RS,2040,lifeConv,30,
solarThermalResi_b,RS,2045,lifeConv,30,
solarThermalResi_b,RS,2050,lifeConv,30,
solarThermalResi_b,RS,2025,costExpConv,1285.116,
solarThermalResi_b,RS,2030,costExpConv,1231.2228,
solarThermalResi_b,RS,2035,costExpConv,1197.5286,
solarThermalResi_b,RS,2040,costExpConv,1168.3293,
solarThermalResi_b,RS,2045,costExpConv,1139.4059,
solarThermalResi_b,RS,2050,costExpConv,1110.4824,
solarThermalResi_b,RS,2025,costOprConv,8.7665,
solarThermalResi_b,RS,2030,costOprConv,8.8489,
solarThermalResi_b,RS,2035,costOprConv,8.6575,
solarThermalResi_b,RS,2040,costOprConv,8.5023,
solarThermalResi_b,RS,2045,costOprConv,8.2853,
solarThermalResi_b,RS,2050,costOprConv,8.0683,
resistiveHeatSpace,RS,2025,lifeConv,30,
resistiveHeatSpace,RS,2030,lifeConv,30,
resistiveHeatSpace,RS,2035,lifeConv,30,
resistiveHeatSpace,RS,2040,lifeConv,30,
resistiveHeatSpace,RS,2045,lifeConv,30,
resistiveHeatSpace,RS,2050,lifeConv,30,
resistiveHeatSpace,RS,,effConv,1,
resistiveHeatSpace,RS,2025,costExpConv,766.6753,
resistiveHeatSpace,RS,2030,costExpConv,747.6992,
resistiveHeatSpace,RS,2035,costExpConv,729.4217,
resistiveHeatSpace,RS,2040,costExpConv,711.1443,
resistiveHeatSpace,RS,2045,costExpConv,693.7604,
resistiveHeatSpace,RS,2050,costExpConv,676.3765,
resistiveHeatSpace,RS,2025,costOprConv,3.9569,
resistiveHeatSpace,RS,2030,costOprConv,3.7952,
resistiveHeatSpace,RS,2035,costOprConv,3.7127,
resistiveHeatSpace,RS,2040,costOprConv,3.6302,
resistiveHeatSpace,RS,2045,costOprConv,3.5477,
resistiveHeatSpace,RS,2050,costOprConv,3.4652,
gasBoilerSpace,SE,2025,lifeConv,24.0666,
gasBoilerSpace,SE,2030,lifeConv,24.0666,
gasBoilerSpace,SE,2035,lifeConv,24.0666,
gasBoilerSpace,SE,2040,lifeConv,24.0666,
gasBoilerSpace,SE,2045,lifeConv,24.0666,
gasBoilerSpace,SE,2050,lifeConv,24.0666,
gasBoilerSpace,SE,,effConv,1.01,
gasBoilerSpace,SE,2025,costExpConv,119.0126,
gasBoilerSpace,SE,2030,costExpConv,116.714,
gasBoilerSpace,SE,2035,costExpConv,114.8342,
gasBoilerSpace,SE,2040,costExpConv,112.6834,
gasBoilerSpace,SE,2045,costExpConv,110.08,
gasBoilerSpace,SE,2050,costExpConv,107.4766,
gasBoilerSpace,SE,2025,costOprConv,4.3022,
gasBoilerSpace,SE,2030,costOprConv,4.289,
gasBoilerSpace,SE,2035,costOprConv,4.2146,
gasBoilerSpace,SE,2040,costOprConv,4.1304,
gasBoilerSpace,SE,2045,costOprConv,3.4454,
gasBoilerSpace,SE,2050,costOprConv,2.7603,
districtHeatSpace,SE,2025,lifeConv,25,
districtHeatSpace,SE,2030,lifeConv,25,
districtHeatSpace,SE,2035,lifeConv,25,
districtHeatSpace,SE,2040,lifeConv,25,
districtHeatSpace,SE,2045,lifeConv,25,
districtHeatSpace,SE,2050,lifeConv,25,
districtHeatSpace,SE,,effConv,0.9,
districtHeatSpace,SE,2025,costExpConv,67.0555,
districtHeatSpace,SE,2030,costExpConv,65.3817,
districtHeatSpace,SE,2035,costExpConv,63.7923,
districtHeatSpace,SE,2040,costExpConv,62.1144,
districtHeatSpace,SE,2045,costExpConv,60.5118,
districtHeatSpace,SE,2050,costExpConv,58.9091,
districtHeatSpace,SE,2025,costOprConv,0.9698,
districtHeatSpace,SE,2030,costOprConv,0.9792,
districtHeatSpace,SE,2035,costOprConv,0.9609,
districtHeatSpace,SE,2040,costOprConv,0.9413,
districtHeatSpace,SE,2045,costOprConv,0.9226,
districtHeatSpace,SE,2050,costOprConv,0.9038,
bioBoilerSpace,SE,2025,lifeConv,20,
bioBoilerSpace,SE,2030,lifeConv,20,
bioBoilerSpace,SE,2035,lifeConv,20,
bioBoilerSpace,SE,2040,lifeConv,20,
bioBoilerSpace,SE,2045,lifeConv,20,
bioBoilerSpace,SE,2050,lifeConv,20,
bioBoilerSpace,SE,,effConv,0.8884,
bioBoilerSpace,SE,2025,costExpConv,247.9383,
bioBoilerSpace,SE,2030,costExpConv,249.109,
bioBoilerSpace,SE,2035,costExpConv,244.2885,
bioBoilerSpace,SE,2040,costExpConv,239.0539,
bioBoilerSpace,SE,2045,costExpConv,240.7026,
bioBoilerSpace,SE,2050,costExpConv,242.3512,
bioBoilerSpace,SE,2025,costOprConv,9.0953,
bioBoilerSpace,SE,2030,costOprConv,9.249,
bioBoilerSpace,SE,2035,costOprConv,9.1418,
bioBoilerSpace,SE,2040,costOprConv,9.0215,
bioBoilerSpace,SE,2045,costOprConv,9.4191,
bioBoilerSpace,SE,2050,costOprConv,9.8167,
heatpumpAirSpace,SE,2025,lifeConv,19.2533,
heatpumpAirSpace,SE,2030,lifeConv,19.2533,
heatpumpAirSpace,SE,2035,lifeConv,19.2533,
heatpumpAirSpace,SE,2040,lifeConv,19.2533,
heatpumpAirSpace,SE,2045,lifeConv,19.2533,
heatpumpAirSpace,SE,2050,lifeConv,19.2533,
heatpumpAirSpace,SE,2025,costExpConv,2385.3495,
heatpumpAirSpace,SE,2030,costExpConv,2234.5609,
heatpumpAirSpace,SE,2035,costExpConv,2177.5392,
heatpumpAirSpace,SE,2040,costExpConv,2121.1429,
heatpumpAirSpace,SE,2045,costExpConv,2047.5654,
heatpumpAirSpace,SE,2050,costExpConv,1973.9879,
heatpumpAirSpace,SE,2025,costOprConv,48.8299,
heatpumpAirSpace,SE,2030,costOprConv,50.5369,
heatpumpAirSpace,SE,2035,costOprConv,51.2026,
heatpumpAirSpace,SE,2040,costOprConv,51.8301,
heatpumpAirSpace,SE,2045,costOprConv,52.202,
heatpumpAirSpace,SE,2050,costOprConv,52.5739,
heatpumpGroundSpace,SE,2025,lifeConv,20,
heatpumpGroundSpace,SE,2030,lifeConv,20,
heatpumpGroundSpace,SE,2035,lifeConv,20,
heatpumpGroundSpace,SE,2040,lifeConv,20,
heatpumpGroundSpace,SE,2045,lifeConv,20,
heatpumpGroundSpace,SE,2050,lifeConv,20,
heatpumpGroundSpace,SE,2025,costExpConv,2871.7581,
heatpumpGroundSpace,SE,2030,costExpConv,2755.0245,
heatpumpGroundSpace,SE,2035,costExpConv,2722.9356,
heatpumpGroundSpace,SE,2040,costExpConv,2691.2729,
heatpumpGroundSpace,SE,2045,costExpConv,2626.1736,
heatpumpGroundSpace,SE,2050,costExpConv,2561.0744,
heatpumpGroundSpace,SE,2025,costOprConv,39.6115,
heatpumpGroundSpace,SE,2030,costOprConv,40.253,
heatpumpGroundSpace,SE,2035,costOprConv,40.6078,
heatpumpGroundSpace,SE,2040,costOprConv,40.9139,
heatpumpGroundSpace,SE,2045,costOprConv,40.8024,
heatpumpGroundSpace,SE,2050,costOprConv,40.691,
solarThermalResi_b,SE,2025,lifeConv,25,
solarThermalResi_b,SE,2030,lifeConv,30,
solarThermalResi_b,SE,2035,lifeConv,30,
solarThermalResi_b,SE,2040,lifeConv,30,
solarThermalResi_b,SE,2045,lifeConv,30,
solarThermalResi_b,SE,2050,lifeConv,30,
solarThermalResi_b,SE,2025,costExpConv,1594.9468,
solarThermalResi_b,SE,2030,costExpConv,1524.3527,
solarThermalResi_b,SE,2035,costExpConv,1480.8626,
solarThermalResi_b,SE,2040,costExpConv,1444.9223,
solarThermalResi_b,SE,2045,costExpConv,1409.0832,
solarThermalResi_b,SE,2050,costExpConv,1373.2442,
solarThermalResi_b,SE,2025,costOprConv,9.6384,
solarThermalResi_b,SE,2030,costOprConv,9.834,
solarThermalResi_b,SE,2035,costOprConv,9.6368,
solarThermalResi_b,SE,2040,costOprConv,9.4887,
solarThermalResi_b,SE,2045,costOprConv,9.2516,
solarThermalResi_b,SE,2050,costOprConv,9.0146,
resistiveHeatSpace,SE,2025,lifeConv,30,
resistiveHeatSpace,SE,2030,lifeConv,30,
resistiveHeatSpace,SE,2035,lifeConv,30,
resistiveHeatSpace,SE,2040,lifeConv,30,
resistiveHeatSpace,SE,2045,lifeConv,30,
resistiveHeatSpace,SE,2050,lifeConv,30,
resistiveHeatSpace,SE,,effConv,1,
resistiveHeatSpace,SE,2025,costExpConv,707.1881,
resistiveHeatSpace,SE,2030,costExpConv,689.6843,
resistiveHeatSpace,SE,2035,costExpConv,672.825,
resistiveHeatSpace,SE,2040,costExpConv,655.9657,
resistiveHeatSpace,SE,2045,costExpConv,639.9307,
resistiveHeatSpace,SE,2050,costExpConv,623.8957,
resistiveHeatSpace,SE,2025,costOprConv,1.7324,
resistiveHeatSpace,SE,2030,costOprConv,1.6651,
resistiveHeatSpace,SE,2035,costOprConv,1.6289,
resistiveHeatSpace,SE,2040,costOprConv,1.5927,
resistiveHeatSpace,SE,2045,costOprConv,1.5565,
resistiveHeatSpace,SE,2050,costOprConv,1.5203,
gasBoilerSpace,SI,2025,lifeConv,23.1932,
gasBoilerSpace,SI,2030,lifeConv,23.1932,
gasBoilerSpace,SI,2035,lifeConv,23.1932,
gasBoilerSpace,SI,2040,lifeConv,23.1932,
gasBoilerSpace,SI,2045,lifeConv,23.1932,
gasBoilerSpace,SI,2050,lifeConv,23.1932,
gasBoilerSpace,SI,,effConv,1.0044,
gasBoilerSpace,SI,2025,costExpConv,145.2975,
gasBoilerSpace,SI,2030,costExpConv,142.7949,
gasBoilerSpace,SI,2035,costExpConv,140.1886,
gasBoilerSpace,SI,2040,costExpConv,137.5183,
gasBoilerSpace,SI,2045,costExpConv,134.2924,
gasBoilerSpace,SI,2050,costExpConv,131.0665,
gasBoilerSpace,SI,2025,costOprConv,6.0151,
gasBoilerSpace,SI,2030,costOprConv,6.011,
gasBoilerSpace,SI,2035,costOprConv,5.8869,
gasBoilerSpace,SI,2040,costOprConv,5.7605,
gasBoilerSpace,SI,2045,costOprConv,5.2332,
gasBoilerSpace,SI,2050,costOprConv,4.7059,
districtHeatSpace,SI,2025,lifeConv,25,
districtHeatSpace,SI,2030,lifeConv,25,
districtHeatSpace,SI,2035,lifeConv,25,
districtHeatSpace,SI,2040,lifeConv,25,
districtHeatSpace,SI,2045,lifeConv,25,
districtHeatSpace,SI,2050,lifeConv,25,
districtHeatSpace,SI,,effConv,0.9,
districtHeatSpace,SI,2025,costExpConv,88.2618,
districtHeatSpace,SI,2030,costExpConv,86.0378,
districtHeatSpace,SI,2035,costExpConv,83.7575,
districtHeatSpace,SI,2040,costExpConv,81.4613,
districtHeatSpace,SI,2045,costExpConv,79.2907,
districtHeatSpace,SI,2050,costExpConv,77.1201,
districtHeatSpace,SI,2025,costOprConv,1.4801,
districtHeatSpace,SI,2030,costOprConv,1.5017,
districtHeatSpace,SI,2035,costOprConv,1.4753,
districtHeatSpace,SI,2040,costOprConv,1.4485,
districtHeatSpace,SI,2045,costOprConv,1.4209,
districtHeatSpace,SI,2050,costOprConv,1.3933,
bioBoilerSpace,SI,2025,lifeConv,20,
bioBoilerSpace,SI,2030,lifeConv,20,
bioBoilerSpace,SI,2035,lifeConv,20,
bioBoilerSpace,SI,2040,lifeConv,20,
bioBoilerSpace,SI,2045,lifeConv,20,
bioBoilerSpace,SI,2050,lifeConv,20,
bioBoilerSpace,SI,,effConv,0.8842,
bioBoilerSpace,SI,2025,costExpConv,274.897,
bioBoilerSpace,SI,2030,costExpConv,275.5485,
bioBoilerSpace,SI,2035,costExpConv,270.562,
bioBoilerSpace,SI,2040,costExpConv,265.4625,
bioBoilerSpace,SI,2045,costExpConv,275.1688,
bioBoilerSpace,SI,2050,costExpConv,284.8751,
bioBoilerSpace,SI,2025,costOprConv,13.7218,
bioBoilerSpace,SI,2030,costOprConv,13.899,
bioBoilerSpace,SI,2035,costOprConv,13.7382,
bioBoilerSpace,SI,2040,costOprConv,13.5727,
bioBoilerSpace,SI,2045,costOprConv,14.557,
bioBoilerSpace,SI,2050,costOprConv,15.5413,
heatpumpAirSpace,SI,2025,lifeConv,18.5545,
heatpumpAirSpace,SI,2030,lifeConv,18.5545,
heatpumpAirSpace,SI,2035,lifeConv,18.5545,
heatpumpAirSpace,SI,2040,lifeConv,18.5545,
heatpumpAirSpace,SI,2045,lifeConv,18.5545,
heatpumpAirSpace,SI,2050,lifeConv,18.5545,
heatpumpAirSpace,SI,2025,costExpConv,2868.2926,
heatpumpAirSpace,SI,2030,costExpConv,2711.4392,
heatpumpAirSpace,SI,2035,costExpConv,2650.8924,
heatpumpAirSpace,SI,2040,costExpConv,2590.8208,
heatpumpAirSpace,SI,2045,costExpConv,2509.1016,
heatpumpAirSpace,SI,2050,costExpConv,2427.3823,
heatpumpAirSpace,SI,2025,costOprConv,61.1074,
heatpumpAirSpace,SI,2030,costOprConv,63.182,
heatpumpAirSpace,SI,2035,costOprConv,63.8658,
heatpumpAirSpace,SI,2040,costOprConv,64.5367,
heatpumpAirSpace,SI,2045,costOprConv,64.8334,
heatpumpAirSpace,SI,2050,costOprConv,65.1301,
heatpumpGroundSpace,SI,2025,lifeConv,20,
heatpumpGroundSpace,SI,2030,lifeConv,20,
heatpumpGroundSpace,SI,2035,lifeConv,20,
heatpumpGroundSpace,SI,2040,lifeConv,20,
heatpumpGroundSpace,SI,2045,lifeConv,20,
heatpumpGroundSpace,SI,2050,lifeConv,20,
heatpumpGroundSpace,SI,2025,costExpConv,3737.5671,
heatpumpGroundSpace,SI,2030,costExpConv,3607.3567,
heatpumpGroundSpace,SI,2035,costExpConv,3574.1409,
heatpumpGroundSpace,SI,2040,costExpConv,3541.2745,
heatpumpGroundSpace,SI,2045,costExpConv,3460.9571,
heatpumpGroundSpace,SI,2050,costExpConv,3380.6397,
heatpumpGroundSpace,SI,2025,costOprConv,53.2232,
heatpumpGroundSpace,SI,2030,costOprConv,53.9826,
heatpumpGroundSpace,SI,2035,costOprConv,54.3501,
heatpumpGroundSpace,SI,2040,costOprConv,54.6984,
heatpumpGroundSpace,SI,2045,costOprConv,54.3989,
heatpumpGroundSpace,SI,2050,costOprConv,54.0993,
solarThermalResi_b,SI,2025,lifeConv,25,
solarThermalResi_b,SI,2030,lifeConv,30,
solarThermalResi_b,SI,2035,lifeConv,30,
solarThermalResi_b,SI,2040,lifeConv,30,
solarThermalResi_b,SI,2045,lifeConv,30,
solarThermalResi_b,SI,2050,lifeConv,30,
solarThermalResi_b,SI,2025,costExpConv,1512.3936,
solarThermalResi_b,SI,2030,costExpConv,1447.6306,
solarThermalResi_b,SI,2035,costExpConv,1411.4178,
solarThermalResi_b,SI,2040,costExpConv,1377.0753,
solarThermalResi_b,SI,2045,costExpConv,1342.9571,
solarThermalResi_b,SI,2050,costExpConv,1308.8389,
solarThermalResi_b,SI,2025,costOprConv,9.8239,
solarThermalResi_b,SI,2030,costOprConv,9.9478,
solarThermalResi_b,SI,2035,costOprConv,9.7692,
solarThermalResi_b,SI,2040,costOprConv,9.6042,
solarThermalResi_b,SI,2045,costOprConv,9.3585,
solarThermalResi_b,SI,2050,costOprConv,9.1127,
resistiveHeatSpace,SI,2025,lifeConv,30,
resistiveHeatSpace,SI,2030,lifeConv,30,
resistiveHeatSpace,SI,2035,lifeConv,30,
resistiveHeatSpace,SI,2040,lifeConv,30,
resistiveHeatSpace,SI,2045,lifeConv,30,
resistiveHeatSpace,SI,2050,lifeConv,30,
resistiveHeatSpace,SI,,effConv,1,
resistiveHeatSpace,SI,2025,costExpConv,743.189,
resistiveHeatSpace,SI,2030,costExpConv,724.7941,
resistiveHeatSpace,SI,2035,costExpConv,707.0766,
resistiveHeatSpace,SI,2040,costExpConv,689.359,
resistiveHeatSpace,SI,2045,costExpConv,672.5077,
resistiveHeatSpace,SI,2050,costExpConv,655.6563,
resistiveHeatSpace,SI,2025,costOprConv,3.0786,
resistiveHeatSpace,SI,2030,costOprConv,2.9542,
resistiveHeatSpace,SI,2035,costOprConv,2.89,
resistiveHeatSpace,SI,2040,costOprConv,2.8258,
resistiveHeatSpace,SI,2045,costOprConv,2.7615,
resistiveHeatSpace,SI,2050,costOprConv,2.6973,
gasBoilerSpace,SK,2025,lifeConv,23.1158,
gasBoilerSpace,SK,2030,lifeConv,23.1158,
gasBoilerSpace,SK,2035,lifeConv,23.1158,
gasBoilerSpace,SK,2040,lifeConv,23.1158,
gasBoilerSpace,SK,2045,lifeConv,23.1158,
gasBoilerSpace,SK,2050,lifeConv,23.1158,
gasBoilerSpace,SK,,effConv,1.004,
gasBoilerSpace,SK,2025,costExpConv,153.6245,
gasBoilerSpace,SK,2030,costExpConv,150.9345,
gasBoilerSpace,SK,2035,costExpConv,148.3253,
gasBoilerSpace,SK,2040,costExpConv,145.4684,
gasBoilerSpace,SK,2045,costExpConv,142.0252,
gasBoilerSpace,SK,2050,costExpConv,138.582,
gasBoilerSpace,SK,2025,costOprConv,6.3762,
gasBoilerSpace,SK,2030,costOprConv,6.3709,
gasBoilerSpace,SK,2035,costOprConv,6.2462,
gasBoilerSpace,SK,2040,costOprConv,6.1127,
gasBoilerSpace,SK,2045,costOprConv,5.525,
gasBoilerSpace,SK,2050,costOprConv,4.9374,
districtHeatSpace,SK,2025,lifeConv,25,
districtHeatSpace,SK,2030,lifeConv,25,
districtHeatSpace,SK,2035,lifeConv,25,
districtHeatSpace,SK,2040,lifeConv,25,
districtHeatSpace,SK,2045,lifeConv,25,
districtHeatSpace,SK,2050,lifeConv,25,
districtHeatSpace,SK,,effConv,0.9,
districtHeatSpace,SK,2025,costExpConv,91.5948,
districtHeatSpace,SK,2030,costExpConv,89.3016,
districtHeatSpace,SK,2035,costExpConv,87.0277,
districtHeatSpace,SK,2040,costExpConv,84.6947,
districtHeatSpace,SK,2045,costExpConv,82.4574,
districtHeatSpace,SK,2050,costExpConv,80.2201,
districtHeatSpace,SK,2025,costOprConv,1.5598,
districtHeatSpace,SK,2030,costOprConv,1.5755,
districtHeatSpace,SK,2035,costOprConv,1.5471,
districtHeatSpace,SK,2040,costOprConv,1.5176,
districtHeatSpace,SK,2045,costOprConv,1.4866,
districtHeatSpace,SK,2050,costOprConv,1.4555,
bioBoilerSpace,SK,2025,lifeConv,20,
bioBoilerSpace,SK,2030,lifeConv,20,
bioBoilerSpace,SK,2035,lifeConv,20,
bioBoilerSpace,SK,2040,lifeConv,20,
bioBoilerSpace,SK,2045,lifeConv,20,
bioBoilerSpace,SK,2050,lifeConv,20,
bioBoilerSpace,SK,,effConv,0.8812,
bioBoilerSpace,SK,2025,costExpConv,287.7673,
bioBoilerSpace,SK,2030,costExpConv,288.2038,
bioBoilerSpace,SK,2035,costExpConv,283.3446,
bioBoilerSpace,SK,2040,costExpConv,278.0414,
bioBoilerSpace,SK,2045,costExpConv,286.0502,
bioBoilerSpace,SK,2050,costExpConv,294.0591,
bioBoilerSpace,SK,2025,costOprConv,14.5729,
bioBoilerSpace,SK,2030,costOprConv,14.7367,
bioBoilerSpace,SK,2035,costOprConv,14.5795,
bioBoilerSpace,SK,2040,costOprConv,14.4036,
bioBoilerSpace,SK,2045,costOprConv,15.2604,
bioBoilerSpace,SK,2050,costOprConv,16.1172,
heatpumpAirSpace,SK,2025,lifeConv,18.4927,
heatpumpAirSpace,SK,2030,lifeConv,18.4927,
heatpumpAirSpace,SK,2035,lifeConv,18.4927,
heatpumpAirSpace,SK,2040,lifeConv,18.4927,
heatpumpAirSpace,SK,2045,lifeConv,18.4927,
heatpumpAirSpace,SK,2050,lifeConv,18.4927,
heatpumpAirSpace,SK,2025,costExpConv,2863.3273,
heatpumpAirSpace,SK,2030,costExpConv,2709.8722,
heatpumpAirSpace,SK,2035,costExpConv,2650.1134,
heatpumpAirSpace,SK,2040,costExpConv,2592.3412,
heatpumpAirSpace,SK,2045,costExpConv,2511.8804,
heatpumpAirSpace,SK,2050,costExpConv,2431.4195,
heatpumpAirSpace,SK,2025,costOprConv,63.4011,
heatpumpAirSpace,SK,2030,costOprConv,65.4928,
heatpumpAirSpace,SK,2035,costOprConv,66.2178,
heatpumpAirSpace,SK,2040,costOprConv,66.8906,
heatpumpAirSpace,SK,2045,costOprConv,67.1441,
heatpumpAirSpace,SK,2050,costOprConv,67.3977,
heatpumpGroundSpace,SK,2025,lifeConv,20,
heatpumpGroundSpace,SK,2030,lifeConv,20,
heatpumpGroundSpace,SK,2035,lifeConv,20,
heatpumpGroundSpace,SK,2040,lifeConv,20,
heatpumpGroundSpace,SK,2045,lifeConv,20,
heatpumpGroundSpace,SK,2050,lifeConv,20,
heatpumpGroundSpace,SK,2025,costExpConv,3780.3662,
heatpumpGroundSpace,SK,2030,costExpConv,3650.6142,
heatpumpGroundSpace,SK,2035,costExpConv,3616.9494,
heatpumpGroundSpace,SK,2040,costExpConv,3584.7486,
heatpumpGroundSpace,SK,2045,costExpConv,3509.9818,
heatpumpGroundSpace,SK,2050,costExpConv,3435.2151,
heatpumpGroundSpace,SK,2025,costOprConv,56.1654,
heatpumpGroundSpace,SK,2030,costOprConv,56.9611,
heatpumpGroundSpace,SK,2035,costOprConv,57.3972,
heatpumpGroundSpace,SK,2040,costOprConv,57.7554,
heatpumpGroundSpace,SK,2045,costOprConv,57.5398,
heatpumpGroundSpace,SK,2050,costOprConv,57.3242,
solarThermalResi_b,SK,2025,lifeConv,25,
solarThermalResi_b,SK,2030,lifeConv,30,
solarThermalResi_b,SK,2035,lifeConv,30,
solarThermalResi_b,SK,2040,lifeConv,30,
solarThermalResi_b,SK,2045,lifeConv,30,
solarThermalResi_b,SK,2050,lifeConv,30,
solarThermalResi_b,SK,2025,costExpConv,1327.4595,
solarThermalResi_b,SK,2030,costExpConv,1270.2673,
solarThermalResi_b,SK,2035,costExpConv,1232.9806,
solarThermalResi_b,SK,2040,costExpConv,1202.9746,
solarThermalResi_b,SK,2045,costExpConv,1173.1677,
solarThermalResi_b,SK,2050,costExpConv,1143.3609,
solarThermalResi_b,SK,2025,costOprConv,8.5846,
solarThermalResi_b,SK,2030,costOprConv,8.7104,
solarThermalResi_b,SK,2035,costOprConv,8.5133,
solarThermalResi_b,SK,2040,costOprConv,8.3699,
solarThermalResi_b,SK,2045,costOprConv,8.1603,
solarThermalResi_b,SK,2050,costOprConv,7.9507,
resistiveHeatSpace,SK,2025,lifeConv,30,
resistiveHeatSpace,SK,2030,lifeConv,30,
resistiveHeatSpace,SK,2035,lifeConv,30,
resistiveHeatSpace,SK,2040,lifeConv,30,
resistiveHeatSpace,SK,2045,lifeConv,30,
resistiveHeatSpace,SK,2050,lifeConv,30,
resistiveHeatSpace,SK,,effConv,1,
resistiveHeatSpace,SK,2025,costExpConv,746.3761,
resistiveHeatSpace,SK,2030,costExpConv,727.9024,
resistiveHeatSpace,SK,2035,costExpConv,710.1089,
resistiveHeatSpace,SK,2040,costExpConv,692.3153,
resistiveHeatSpace,SK,2045,costExpConv,675.3917,
resistiveHeatSpace,SK,2050,costExpConv,658.4681,
resistiveHeatSpace,SK,2025,costOprConv,3.1978,
resistiveHeatSpace,SK,2030,costOprConv,3.0683,
resistiveHeatSpace,SK,2035,costOprConv,3.0016,
resistiveHeatSpace,SK,2040,costOprConv,2.9349,
resistiveHeatSpace,SK,2045,costOprConv,2.8682,
resistiveHeatSpace,SK,2050,costOprConv,2.8015,
gasBoilerSpace,UK,2025,lifeConv,22.0298,
gasBoilerSpace,UK,2030,lifeConv,22.0298,
gasBoilerSpace,UK,2035,lifeConv,22.0298,
gasBoilerSpace,UK,2040,lifeConv,22.0298,
gasBoilerSpace,UK,2045,lifeConv,22.0298,
gasBoilerSpace,UK,2050,lifeConv,22.0298,
gasBoilerSpace,UK,,effConv,0.9971,
gasBoilerSpace,UK,2025,costExpConv,191.3152,
gasBoilerSpace,UK,2030,costExpConv,188.2302,
gasBoilerSpace,UK,2035,costExpConv,184.6798,
gasBoilerSpace,UK,2040,costExpConv,181.0616,
gasBoilerSpace,UK,2045,costExpConv,176.7115,
gasBoilerSpace,UK,2050,costExpConv,172.3614,
gasBoilerSpace,UK,2025,costOprConv,8.6808,
gasBoilerSpace,UK,2030,costOprConv,8.685,
gasBoilerSpace,UK,2035,costOprConv,8.4986,
gasBoilerSpace,UK,2040,costOprConv,8.3098,
gasBoilerSpace,UK,2045,costOprConv,7.8574,
gasBoilerSpace,UK,2050,costOprConv,7.405,
districtHeatSpace,UK,2025,lifeConv,25,
districtHeatSpace,UK,2030,lifeConv,25,
districtHeatSpace,UK,2035,lifeConv,25,
districtHeatSpace,UK,2040,lifeConv,25,
districtHeatSpace,UK,2045,lifeConv,25,
districtHeatSpace,UK,2050,lifeConv,25,
districtHeatSpace,UK,,effConv,0.9,
districtHeatSpace,UK,2025,costExpConv,119.2088,
districtHeatSpace,UK,2030,costExpConv,116.213,
districtHeatSpace,UK,2035,costExpConv,113.1244,
districtHeatSpace,UK,2040,costExpConv,110.0334,
districtHeatSpace,UK,2045,costExpConv,107.0743,
districtHeatSpace,UK,2050,costExpConv,104.1152,
districtHeatSpace,UK,2025,costOprConv,2.2227,
districtHeatSpace,UK,2030,costOprConv,2.248,
districtHeatSpace,UK,2035,costOprConv,2.2081,
districtHeatSpace,UK,2040,costOprConv,2.1679,
districtHeatSpace,UK,2045,costOprConv,2.1239,
districtHeatSpace,UK,2050,costOprConv,2.0799,
bioBoilerSpace,UK,2025,lifeConv,20,
bioBoilerSpace,UK,2030,lifeConv,20,
bioBoilerSpace,UK,2035,lifeConv,20,
bioBoilerSpace,UK,2040,lifeConv,20,
bioBoilerSpace,UK,2045,lifeConv,20,
bioBoilerSpace,UK,2050,lifeConv,20,
bioBoilerSpace,UK,,effConv,0.8739,
bioBoilerSpace,UK,2025,costExpConv,329.9402,
bioBoilerSpace,UK,2030,costExpConv,329.5991,
bioBoilerSpace,UK,2035,costExpConv,324.4503,
bioBoilerSpace,UK,2040,costExpConv,319.139,
bioBoilerSpace,UK,2045,costExpConv,335.3127,
bioBoilerSpace,UK,2050,costExpConv,351.4863,
bioBoilerSpace,UK,2025,costOprConv,20.6839,
bioBoilerSpace,UK,2030,costOprConv,20.8649,
